some_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,dist
6425,6,10,9,10,11,15,21,11,12,21,13,10,12,20,13,20,16,20,11,21,13,19,18,14,23,14,17,23,16,18,15,25,18,27,27,20,17,17,31,33,24,24,28,26,26,25,24,31,40,30,16,24,38,42,26,27,35,36,28,22,31,34,29,39,36,45,36,32,38,50,28,48,35,40,49,35,29,51,47,39,46,37,36,48,41,42,41,55,53,50,47,60,46,53,47,51,45,43,47,57,25,0
6426,1,3,4,3,6,5,5,4,8,7,12,6,14,15,11,15,23,12,11,10,20,18,22,16,25,12,21,26,19,15,13,16,29,20,21,17,20,24,23,19,30,26,23,27,30,43,42,26,28,27,26,32,29,34,42,29,32,34,36,39,40,33,29,37,31,30,40,24,50,38,33,37,37,49,41,36,50,46,50,51,50,36,47,48,33,47,42,54,52,44,62,40,50,45,54,54,52,57,64,55,26,1
6427,0,1,2,2,1,3,3,2,1,4,4,1,3,4,3,5,7,7,7,9,10,3,4,3,6,5,9,7,6,13,11,7,11,11,11,6,10,13,14,13,16,12,13,13,17,13,9,16,15,19,19,18,18,24,19,24,14,35,27,32,26,28,43,46,32,36,32,35,52,46,41,39,49,52,38,44,50,37,62,46,55,62,76,63,65,52,67,71,79,68,94,72,75,83,79,91,94,87,88,90,40,0
6428,9,21,28,13,24,34,26,26,26,29,22,24,22,23,20,25,18,21,24,25,24,27,24,17,29,20,37,20,20,26,29,33,24,22,29,22,32,22,30,28,32,18,28,31,28,24,32,29,22,30,30,35,35,33,38,17,37,33,35,22,33,35,24,37,25,24,27,40,24,30,20,26,31,40,32,43,40,50,33,34,37,45,34,30,37,35,33,42,41,34,38,31,48,46,39,37,36,49,37,42,17,0
6429,0,0,0,0,0,0,0,1,0,2,0,2,2,1,4,4,0,1,3,3,4,3,4,4,6,10,6,8,7,6,7,12,9,9,9,13,13,13,18,20,16,16,25,15,24,18,22,17,34,22,31,23,28,35,36,38,37,31,45,30,48,47,36,50,39,47,41,42,48,62,33,49,48,43,45,50,57,51,54,56,57,52,55,73,45,69,65,66,56,63,76,57,51,69,65,61,65,72,71,82,37,0
6430,0,0,0,0,1,0,0,0,1,0,1,1,2,4,2,1,2,3,3,5,7,5,3,3,5,7,6,10,10,14,13,11,13,7,15,14,24,21,22,22,34,13,21,22,19,31,22,17,25,27,39,40,25,40,28,38,42,33,45,30,46,33,44,44,43,47,47,38,39,56,53,58,50,62,50,50,53,55,44,40,48,52,66,51,57,45,61,52,55,63,66,64,56,61,64,53,72,58,47,71,37,0
6431,0,0,0,0,1,0,0,1,2,3,6,2,0,5,2,4,4,8,8,4,6,8,10,9,8,11,11,13,8,14,9,11,15,14,10,20,17,13,12,11,25,18,28,20,19,22,22,31,26,23,26,34,30,22,37,32,40,35,34,38,39,35,39,35,36,30,54,41,31,42,44,45,48,39,41,44,40,49,54,57,54,49,42,67,64,53,60,70,62,71,51,56,74,66,79,72,70,60,84,64,47,1
6432,3,5,6,5,4,4,6,7,3,7,5,13,8,7,7,15,6,10,7,16,12,10,8,11,13,17,14,14,19,13,17,18,21,25,13,19,17,15,15,21,18,11,22,19,20,25,18,17,28,27,23,26,25,30,22,31,35,21,24,28,44,31,33,38,33,46,32,42,43,39,34,33,48,45,63,52,51,38,55,47,53,49,60,71,54,67,61,57,36,49,59,67,64,67,67,71,55,60,65,63,32,0
6433,0,5,8,8,6,7,5,10,6,9,11,8,8,10,12,7,10,12,14,12,11,11,13,12,12,7,14,19,12,10,19,16,20,24,22,18,20,18,22,20,21,20,18,21,19,25,17,25,33,28,29,28,39,29,38,28,29,33,32,30,38,39,46,41,29,33,42,31,40,43,45,38,40,40,45,44,49,47,32,40,48,51,60,36,60,66,52,74,60,58,67,51,58,68,56,65,57,59,48,44,30,0
6434,0,0,1,0,0,0,1,2,4,2,2,4,3,6,4,7,6,13,6,7,4,8,10,11,12,9,16,10,9,15,10,11,22,13,25,21,22,17,22,24,18,20,21,19,27,38,19,43,32,30,29,25,46,25,42,40,39,37,34,37,37,28,46,52,49,35,44,30,43,53,50,43,56,39,48,49,51,58,43,49,47,54,43,50,52,54,61,49,56,43,53,62,61,67,62,57,54,39,74,47,32,0
6435,1,8,3,3,4,4,9,7,5,4,11,13,5,22,8,9,15,21,20,18,20,19,14,14,25,28,25,19,23,18,17,16,27,27,22,22,25,20,23,32,25,37,28,32,35,32,27,38,34,32,35,31,36,40,37,43,35,39,38,37,38,43,35,37,36,27,42,34,41,45,48,40,41,42,41,47,31,33,35,33,36,39,37,40,36,37,54,60,67,50,47,37,44,46,32,42,50,46,36,53,25,0
6436,1,3,2,7,8,4,10,7,6,7,13,9,11,8,8,9,8,11,13,14,5,12,10,11,10,13,17,8,12,11,13,6,11,19,15,19,20,15,18,20,27,26,18,19,19,21,22,24,31,37,26,26,27,30,32,27,35,33,28,34,32,32,35,39,48,43,32,44,48,33,39,33,43,38,44,46,47,57,42,45,51,56,54,61,51,53,50,57,45,61,46,50,59,66,80,69,72,64,66,72,31,0
6437,9,26,21,22,22,14,26,23,18,15,21,24,26,22,25,29,20,20,26,19,20,26,16,25,14,25,22,21,34,26,22,22,24,25,20,20,34,36,28,21,23,19,24,31,21,29,24,28,33,36,22,25,26,24,19,28,31,27,37,30,29,37,40,34,28,35,34,37,35,30,37,29,24,30,43,34,42,36,39,40,34,35,39,36,47,33,37,49,49,35,40,51,42,44,36,45,37,39,57,46,30,0
6438,9,28,23,16,16,22,20,25,19,24,22,26,26,22,26,21,24,13,23,22,23,26,32,23,26,25,23,27,22,21,21,14,30,23,31,28,20,23,24,32,14,27,30,24,29,27,26,28,35,38,27,30,30,27,44,34,19,26,28,38,35,34,29,33,40,30,30,32,25,32,40,37,37,40,35,46,33,27,29,44,38,40,40,40,37,43,30,37,37,40,46,33,46,45,39,38,39,43,42,40,17,0
6439,0,0,0,0,0,0,0,0,2,2,2,5,2,11,2,9,6,4,8,14,13,8,12,5,14,13,13,15,16,20,13,20,19,18,22,24,21,20,15,20,26,24,30,38,40,31,32,38,27,34,38,37,39,40,40,34,41,32,39,44,41,37,36,44,50,53,45,55,41,51,48,52,43,48,44,33,51,36,42,42,51,46,49,41,48,44,65,57,57,53,52,42,46,30,64,45,57,53,46,46,24,0
6440,2,3,5,6,11,4,4,6,5,5,7,7,14,9,13,5,11,7,6,7,11,10,6,12,12,13,9,12,12,17,12,9,11,20,19,12,12,17,20,13,19,12,17,24,22,21,25,36,20,22,28,26,20,31,32,28,36,27,39,35,29,31,40,32,37,33,36,37,39,31,34,32,56,47,38,42,45,61,55,57,46,58,59,54,62,64,46,57,62,54,65,65,57,63,69,67,78,83,70,66,27,0
6441,1,1,1,4,1,1,11,8,9,12,6,7,7,10,12,9,13,12,7,13,17,26,14,17,13,24,18,15,22,20,26,25,32,22,19,24,29,25,37,33,43,20,23,34,27,37,31,41,31,33,31,33,38,39,26,46,36,34,46,45,45,34,51,38,33,38,37,36,37,33,31,42,42,33,38,42,44,43,41,33,34,34,53,49,51,45,43,46,59,34,40,46,61,42,44,45,51,47,45,41,22,0
6442,3,11,14,18,16,15,13,14,22,13,18,11,15,19,17,22,23,16,20,24,22,24,17,23,24,29,20,18,20,17,22,19,26,28,24,25,33,29,30,22,22,26,26,29,29,26,22,29,29,42,29,37,28,32,41,24,26,22,31,37,32,30,34,27,35,30,28,31,34,33,27,32,42,49,40,30,46,29,38,42,45,38,43,39,29,46,44,42,51,39,39,57,41,48,39,55,47,57,56,47,26,0
6443,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,5,5,4,2,3,4,4,3,11,9,9,8,5,11,18,5,10,12,12,20,14,19,13,20,12,24,19,29,32,24,20,33,26,36,33,33,25,32,45,37,35,37,44,43,43,43,55,40,45,47,49,61,44,47,54,47,54,64,53,58,51,59,43,72,63,51,61,62,63,59,68,73,67,68,65,79,85,67,84,61,45,0
6444,9,16,13,26,17,19,19,23,23,25,18,29,15,26,22,21,22,27,26,32,24,31,31,24,19,36,37,17,23,30,33,28,16,24,34,19,28,41,32,24,31,28,29,24,26,31,29,32,32,26,25,35,32,31,28,27,36,35,34,35,30,27,36,42,28,42,28,36,28,43,34,38,31,41,33,31,27,35,35,32,33,35,33,42,44,25,43,34,37,30,33,33,28,32,47,38,34,32,41,38,26,1
6445,0,0,0,0,0,0,0,0,1,0,4,1,3,1,1,1,1,1,1,0,8,7,12,6,7,8,2,10,10,11,17,15,11,22,19,17,12,13,19,18,19,21,12,16,29,17,24,19,39,27,26,29,27,31,34,32,42,45,35,39,36,38,32,36,42,49,47,55,48,37,57,45,61,42,52,50,59,58,58,36,52,56,49,64,57,65,51,68,57,66,66,58,59,69,78,43,50,50,88,64,30,0
6446,10,19,19,22,28,20,23,18,22,27,24,31,23,16,19,22,17,25,25,23,25,20,25,14,28,20,27,34,17,29,32,21,19,28,35,23,31,26,25,24,27,26,18,23,38,28,31,38,24,25,26,26,24,22,33,29,29,33,36,36,36,35,38,35,33,29,36,34,35,28,31,35,32,25,33,29,28,35,50,31,37,34,54,47,27,28,31,38,37,43,38,43,35,39,54,37,52,37,46,41,26,0
6447,1,6,4,7,6,2,6,6,11,5,7,11,5,8,16,16,16,11,14,17,23,16,22,28,24,21,24,26,17,33,28,24,34,28,28,32,25,19,32,32,36,32,37,22,24,31,30,32,34,40,34,37,37,36,45,28,31,35,33,41,34,39,38,41,37,44,38,36,45,40,26,41,31,36,35,47,40,42,36,59,42,48,42,43,44,49,35,40,43,36,25,37,46,39,54,39,40,43,38,48,18,0
6448,10,19,24,26,29,23,25,23,24,36,22,29,27,24,23,20,23,27,27,30,22,19,30,27,23,28,25,31,27,28,25,38,23,29,27,30,48,45,30,28,30,32,19,32,25,26,36,23,27,40,40,35,31,24,35,27,42,33,33,24,34,28,27,30,30,25,31,30,26,43,32,35,32,38,29,27,35,47,38,35,28,33,34,27,30,39,32,23,37,26,33,35,38,28,38,37,33,32,35,26,16,1
6449,0,0,2,4,2,1,1,0,2,3,2,3,2,3,3,5,2,6,9,3,9,3,11,10,9,4,15,5,11,15,20,21,21,19,16,14,21,14,21,13,15,26,22,26,23,12,23,31,44,25,36,37,25,30,31,37,32,39,40,40,36,23,54,40,40,39,44,41,47,51,46,44,49,49,47,54,56,44,43,46,42,51,52,41,52,57,67,59,64,53,73,68,60,58,65,55,54,69,61,59,28,0
6450,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,1,3,11,1,4,5,4,6,9,10,7,16,5,8,14,12,10,11,13,16,17,18,11,25,19,21,24,35,29,32,33,29,28,30,32,35,37,32,30,43,41,50,39,36,36,43,34,34,53,37,47,58,52,64,39,42,61,42,52,55,46,39,51,54,60,76,52,48,71,71,56,57,65,68,56,52,47,73,66,62,69,82,28,0
6451,0,0,1,1,1,2,3,3,4,7,3,4,6,6,5,11,6,11,8,10,12,9,6,14,14,6,16,12,18,16,17,17,17,17,18,16,22,12,28,24,18,21,25,22,30,21,31,37,27,37,37,27,33,20,30,33,35,27,34,31,35,42,40,42,40,37,42,34,33,35,38,35,39,52,46,48,53,49,50,63,50,45,49,61,50,54,47,50,63,50,52,53,57,68,64,68,57,52,73,67,38,1
6452,1,2,1,6,9,11,8,12,16,13,14,13,12,17,16,19,28,22,22,9,14,16,24,25,15,20,30,18,20,25,25,19,25,27,32,19,17,29,21,19,27,27,27,29,23,21,27,29,38,28,38,34,37,31,35,36,29,35,40,39,36,37,30,22,42,35,40,42,35,32,45,44,34,46,42,31,42,39,68,32,54,48,37,50,47,46,42,45,47,37,44,36,43,41,46,47,48,36,41,43,27,1
6453,8,17,23,20,21,25,18,17,15,24,18,26,23,23,32,20,28,37,24,25,24,25,26,29,20,23,21,19,21,25,24,30,28,16,32,19,29,27,18,28,26,32,34,24,26,28,29,20,29,32,26,40,41,27,31,25,34,33,24,27,28,34,34,31,39,35,36,25,37,40,34,41,36,34,28,34,29,27,41,34,28,37,38,46,52,35,34,32,43,34,49,40,42,36,26,38,47,42,39,44,25,0
6454,2,8,11,5,5,6,8,3,9,11,3,8,7,9,11,5,8,8,13,7,8,6,12,13,17,16,11,17,14,10,12,16,11,17,11,10,13,23,12,21,22,14,24,29,22,24,25,24,27,23,23,21,24,26,21,24,30,31,36,35,26,30,34,34,39,45,35,26,33,38,39,42,47,57,39,42,48,46,63,61,48,59,65,52,44,58,58,55,49,61,68,55,64,58,60,76,69,60,73,92,30,0
6455,5,18,22,16,25,20,24,22,21,19,29,25,22,19,20,30,31,20,24,24,19,22,24,22,20,19,19,24,29,31,24,22,20,31,23,24,26,29,27,36,23,22,35,33,21,36,27,23,34,31,33,30,32,29,23,28,26,25,30,28,33,36,47,40,31,29,32,45,36,34,32,36,34,34,35,51,25,36,34,38,38,50,31,36,49,33,38,37,44,41,33,36,45,36,34,27,43,48,36,36,15,0
6456,13,16,14,17,11,24,21,17,22,15,15,24,24,24,28,21,20,22,23,21,16,20,13,16,20,31,19,27,27,25,32,20,35,26,31,25,19,27,33,32,40,24,23,22,26,30,37,28,31,44,27,30,26,24,27,39,30,27,38,32,30,46,26,27,28,31,36,32,34,28,29,38,36,34,33,36,50,34,39,41,45,38,29,37,31,44,54,43,35,49,38,38,32,39,41,53,43,34,39,42,17,0
6457,3,6,4,6,10,5,10,8,17,15,13,13,6,8,12,10,7,13,13,19,12,9,18,17,15,14,13,18,18,17,15,25,13,26,25,20,16,24,25,21,16,22,28,22,26,25,15,31,30,29,26,30,27,38,32,35,34,29,31,38,28,37,40,39,42,45,32,42,41,44,52,41,35,53,48,38,39,39,49,42,56,48,53,54,48,58,61,37,57,50,53,60,45,53,45,43,43,58,44,50,35,0
6458,0,1,6,6,6,9,9,11,8,14,10,13,10,16,4,20,7,26,27,14,10,11,22,18,27,25,19,23,21,21,30,28,20,28,28,32,33,29,30,23,30,34,33,25,31,34,38,41,42,34,40,32,35,37,32,37,39,26,40,37,39,37,43,44,47,34,36,30,39,35,44,30,34,49,50,39,39,39,35,55,45,27,36,25,37,38,36,38,37,37,43,45,49,46,38,50,42,42,38,42,19,0
6459,5,16,21,15,10,15,15,16,24,19,22,13,18,12,16,7,14,23,19,11,16,21,24,21,21,24,25,24,29,23,27,26,22,23,23,34,27,21,22,36,35,27,24,26,27,36,29,27,35,29,25,42,26,40,39,30,42,19,24,31,39,46,30,28,26,24,26,35,41,26,44,24,46,42,47,38,40,38,42,35,39,31,43,41,45,46,46,39,43,38,44,49,42,48,32,44,35,46,51,47,21,0
6460,0,0,3,1,3,1,2,2,1,2,3,7,5,11,10,10,11,13,10,8,12,14,9,8,11,11,13,18,17,8,20,17,12,23,15,19,18,37,17,26,19,22,29,22,24,29,28,21,30,27,32,35,30,27,32,40,33,35,26,45,46,36,30,39,42,35,37,41,44,38,51,42,50,48,44,51,40,55,38,40,45,49,42,55,57,56,57,60,57,59,65,55,55,44,54,55,62,60,67,50,35,1
6461,0,2,2,3,5,1,2,4,3,4,4,4,4,4,5,3,4,6,2,6,3,8,9,5,5,3,2,10,7,7,9,5,11,12,10,15,12,18,14,16,12,11,14,20,15,15,11,18,20,23,18,22,21,23,23,18,27,25,33,19,40,27,39,45,44,31,47,38,43,42,41,36,38,53,47,50,49,50,59,49,54,62,48,70,57,62,63,76,74,70,64,74,91,78,77,88,66,97,91,95,38,0
6462,2,0,1,3,2,2,2,0,2,2,10,5,7,7,6,10,7,11,12,13,14,14,18,12,25,12,19,25,17,19,17,22,19,18,20,19,33,34,31,28,40,42,31,36,29,25,46,35,48,28,31,28,36,31,39,43,32,35,30,34,45,38,34,36,45,35,46,41,48,41,46,30,49,59,32,46,35,31,47,37,51,49,49,44,38,44,48,41,56,38,55,41,44,55,54,52,36,44,50,43,28,0
6463,1,3,0,0,1,1,3,3,2,2,3,9,5,6,1,9,6,7,3,3,4,6,4,8,5,5,3,6,6,5,7,9,13,13,6,8,16,7,7,12,14,14,16,17,20,22,14,17,14,17,27,29,17,22,15,33,25,29,16,26,29,21,34,31,32,40,36,28,46,37,44,45,45,53,56,48,48,55,59,59,64,53,65,70,64,97,72,65,65,80,77,64,83,84,75,80,89,79,77,92,37,0
6464,4,7,7,8,9,11,9,8,4,11,6,8,6,8,8,11,9,14,9,6,16,11,19,13,12,13,11,10,13,14,12,20,18,18,23,15,16,27,23,31,19,23,15,30,26,19,33,18,27,36,27,33,40,35,33,38,37,30,38,32,29,45,39,46,34,53,32,50,44,51,49,45,50,56,38,51,47,39,41,45,39,42,39,44,48,36,48,54,45,41,48,63,60,45,63,58,62,60,51,58,25,0
6465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,2,2,3,4,4,6,2,6,7,9,7,5,10,4,6,7,18,6,16,12,20,14,18,19,23,23,20,21,23,29,19,26,28,28,28,28,28,42,34,31,37,25,33,37,34,37,41,38,50,54,42,42,49,45,48,57,54,55,57,56,57,59,68,60,53,59,48,66,67,63,71,70,53,74,68,62,68,73,59,73,81,67,44,0
6466,8,17,11,14,6,16,22,20,17,12,18,21,16,12,23,14,20,21,17,24,14,20,19,12,26,27,24,20,18,25,24,18,18,28,25,28,19,28,17,27,17,33,23,30,23,32,25,37,22,33,29,26,27,27,32,26,44,36,33,32,35,39,38,21,21,50,36,33,36,34,32,27,39,47,31,42,34,42,36,36,41,36,45,45,43,40,45,44,53,53,32,53,46,37,45,60,52,56,46,51,15,0
6467,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,2,2,4,0,2,7,6,7,7,6,9,5,8,15,9,12,15,16,12,11,19,17,23,25,20,22,22,22,28,27,30,14,29,39,37,34,29,39,28,31,31,39,40,40,32,42,28,41,51,43,48,37,42,40,51,48,49,48,45,45,59,42,44,47,64,57,69,46,47,62,61,49,71,55,58,49,58,51,64,60,67,60,71,60,58,32,0
6468,3,5,8,9,12,13,11,14,19,13,17,13,15,19,10,16,11,14,23,25,27,20,26,26,22,27,24,20,34,14,27,34,19,28,24,30,22,23,27,23,32,42,41,30,36,33,34,23,24,39,34,39,21,32,23,34,24,34,35,43,31,31,42,44,33,31,39,28,50,32,33,39,35,25,36,41,33,31,39,40,36,43,39,41,45,47,43,44,50,37,35,47,44,41,45,36,49,43,37,41,24,1
6469,3,15,12,15,18,14,15,15,16,25,16,23,22,15,16,16,16,19,24,18,19,27,19,15,22,22,21,19,22,24,27,21,32,21,19,24,24,23,23,23,23,24,27,21,26,33,33,33,30,35,27,26,35,34,39,24,29,33,44,32,38,41,34,30,34,40,37,29,35,41,34,33,38,47,28,41,43,49,43,46,37,31,45,36,44,37,45,44,34,41,45,47,45,38,37,50,46,53,40,38,18,0
6470,1,5,6,5,11,9,14,6,8,11,13,15,21,18,15,27,17,28,21,28,16,26,28,24,23,22,14,27,16,28,25,28,35,21,25,22,27,26,32,27,35,35,26,29,33,22,22,28,32,23,38,26,32,33,31,20,29,35,42,37,32,40,30,31,44,33,31,41,43,47,38,46,51,38,36,39,40,43,48,48,47,46,34,48,34,47,27,35,35,39,31,48,44,46,44,43,38,31,36,45,24,1
6471,1,2,3,5,4,2,5,2,3,5,4,2,7,2,3,4,8,7,5,7,8,10,5,6,7,10,3,7,11,8,5,10,9,13,5,6,13,12,12,15,11,22,24,21,22,19,15,22,18,18,13,21,26,20,36,18,30,36,17,34,23,31,48,23,44,25,38,41,31,39,38,58,43,52,52,43,54,46,58,64,46,74,65,61,61,60,55,51,74,67,88,76,65,85,71,88,83,75,81,83,41,0
6472,0,1,3,2,5,2,3,1,8,0,5,6,6,5,3,11,7,7,12,11,5,14,8,9,8,15,8,9,18,13,17,19,18,22,21,21,23,24,22,22,29,22,23,35,31,23,25,22,31,27,26,38,35,43,35,44,39,31,44,33,44,39,44,35,50,36,42,36,47,34,38,47,42,39,49,41,43,43,53,33,47,60,42,51,55,55,58,54,54,59,60,56,55,62,55,53,65,46,37,51,40,0
6473,0,0,1,0,1,0,1,4,2,2,0,1,2,5,6,3,8,6,5,7,5,6,8,10,11,6,11,12,13,13,18,15,14,19,11,16,20,18,26,25,27,26,25,19,31,25,25,28,39,26,34,33,33,29,40,38,38,24,39,36,31,36,50,44,46,46,39,51,38,44,54,36,52,44,54,51,55,49,52,47,53,51,59,48,52,48,54,56,57,59,70,58,48,51,52,63,65,49,56,58,28,0
6474,5,6,4,9,7,8,14,10,15,12,7,14,15,15,12,12,11,12,8,9,17,15,12,17,20,14,18,17,17,21,18,21,18,26,14,27,20,20,24,25,23,16,19,21,20,32,21,27,23,24,31,24,35,34,26,33,35,33,45,37,25,31,34,32,39,45,32,36,36,41,39,55,45,46,44,45,34,43,35,52,53,35,42,55,50,47,54,49,56,45,53,65,49,57,52,44,73,54,59,50,24,0
6475,0,0,0,0,1,1,1,1,3,3,2,0,2,0,7,8,6,4,6,6,10,8,11,15,11,12,13,7,16,9,13,12,14,9,17,17,20,18,14,20,16,15,23,19,18,22,25,21,26,22,21,25,36,36,36,33,25,33,28,21,29,44,44,39,38,38,42,49,38,48,30,38,46,47,53,43,47,61,56,43,60,53,54,59,67,66,71,52,63,47,67,67,51,79,84,64,70,73,64,58,40,1
6476,8,6,11,15,10,13,13,18,14,15,25,20,22,20,25,27,19,23,12,31,25,25,18,22,21,23,19,29,23,22,36,24,20,28,32,30,36,26,23,28,31,25,26,29,26,35,24,30,37,33,23,39,30,30,36,30,44,34,32,34,46,28,46,32,34,37,35,37,26,42,33,40,43,34,39,46,51,29,33,32,33,29,37,41,35,37,35,41,32,25,37,36,29,42,40,40,40,50,41,48,24,1
6477,7,14,19,18,24,16,21,20,16,17,19,25,27,26,19,25,13,22,20,25,25,25,22,22,25,20,27,32,24,24,24,20,18,34,31,23,36,31,27,30,29,31,35,27,21,27,34,38,20,25,23,34,27,22,30,20,31,34,37,32,41,30,27,29,34,30,27,39,39,28,26,29,51,42,37,23,28,27,52,34,34,42,38,44,35,42,43,45,41,31,47,45,43,41,35,39,38,46,35,45,28,0
6478,11,19,32,29,23,30,37,27,38,28,27,43,33,25,39,26,27,20,26,31,24,28,36,25,38,22,32,25,31,29,25,29,33,31,31,28,33,33,38,27,23,29,28,37,36,34,25,24,26,18,22,24,28,38,34,24,28,34,33,33,41,27,26,39,30,29,20,27,36,31,38,27,44,24,34,46,37,38,31,21,27,32,30,30,24,27,26,28,35,34,27,28,23,25,30,38,34,31,29,32,17,1
6479,1,12,13,8,8,5,12,10,16,13,9,10,11,7,11,14,12,15,20,18,15,18,25,9,18,12,14,13,25,23,17,18,19,19,22,22,18,24,23,22,30,22,26,30,31,28,25,30,22,39,33,28,24,37,26,34,35,37,31,34,29,34,24,28,45,29,40,45,39,42,38,38,42,40,46,33,49,44,33,45,40,39,42,54,43,51,58,59,50,47,43,46,42,42,48,51,65,59,55,69,31,0
6480,8,21,24,17,18,22,15,20,21,20,31,20,22,16,24,22,26,30,32,19,29,29,22,27,22,21,35,25,21,30,42,26,25,31,25,21,29,32,37,22,21,30,25,31,34,28,28,28,32,17,26,20,21,23,30,42,30,24,46,40,33,31,35,32,40,23,30,27,33,34,33,35,35,42,36,37,25,28,28,41,37,34,32,45,30,36,37,31,36,41,28,43,35,39,42,43,36,48,56,37,21,0
6481,0,0,0,0,0,1,0,0,0,3,1,3,4,2,3,6,2,6,7,6,9,3,10,9,13,11,11,13,16,21,16,11,19,20,20,20,16,23,22,25,22,16,23,35,22,26,24,26,28,34,26,25,34,32,32,26,58,38,44,39,43,38,47,47,46,44,49,37,43,41,55,39,43,48,44,47,54,46,36,45,63,50,54,69,50,45,62,51,58,47,57,55,70,73,57,49,55,50,49,54,28,0
6482,0,0,0,0,1,0,0,1,2,2,1,1,3,3,5,7,6,7,6,8,14,9,8,14,14,12,16,21,17,16,23,18,20,28,16,21,19,18,21,28,27,30,28,28,27,29,34,35,37,38,34,23,35,41,33,36,43,33,38,43,47,47,43,34,44,48,36,41,43,33,37,58,50,50,53,52,52,43,52,51,62,44,49,44,59,43,53,44,51,34,42,56,55,46,57,53,56,51,41,47,21,0
6483,3,12,9,11,1,9,18,12,15,16,13,17,18,24,18,16,17,20,19,21,17,19,20,18,14,14,18,12,21,23,17,18,15,14,20,22,29,21,21,27,31,26,29,22,28,32,28,31,23,27,36,33,34,34,32,33,44,42,44,32,32,44,26,39,31,37,32,26,35,46,33,38,35,37,56,41,43,40,44,44,40,38,46,37,41,57,52,42,61,53,42,41,44,35,45,47,48,43,48,48,23,0
6484,5,13,15,15,16,22,16,10,12,5,18,19,13,9,11,14,17,14,12,24,14,10,12,20,21,18,28,22,21,18,25,21,15,17,27,21,16,35,18,26,16,27,20,22,26,22,35,28,27,21,37,20,32,28,36,33,27,38,37,27,33,36,26,41,41,34,40,35,36,32,36,42,35,42,42,45,43,50,40,47,51,45,42,50,46,41,41,55,34,55,52,55,54,55,50,40,51,39,44,50,30,0
6485,10,22,26,28,15,17,25,12,17,18,21,25,24,20,26,16,27,17,30,21,25,26,29,29,28,19,28,30,19,14,29,26,30,26,36,22,32,27,22,24,23,30,33,21,29,27,31,28,31,25,36,28,33,24,21,32,41,35,32,28,23,39,32,34,25,42,36,27,28,19,31,41,27,26,38,39,29,24,29,45,40,37,42,44,37,41,35,44,52,47,43,27,38,46,45,42,40,33,48,41,18,0
6486,0,1,1,1,1,1,0,0,3,2,1,1,2,2,2,5,4,4,6,2,6,2,4,8,7,8,7,12,11,15,11,20,12,20,12,26,12,19,19,23,23,20,16,22,17,25,24,29,36,30,32,29,32,29,33,28,28,23,45,49,36,39,37,38,32,33,46,52,56,50,48,45,43,61,52,58,44,65,46,67,52,46,49,60,61,58,44,66,55,60,50,44,68,48,69,63,68,61,70,60,37,0
6487,0,0,1,0,0,1,1,1,2,1,2,5,6,8,9,4,5,3,7,10,9,10,15,8,14,18,11,15,12,14,16,16,19,20,21,14,19,18,34,29,21,32,34,32,21,35,26,33,37,40,30,32,28,29,34,33,42,29,38,32,47,41,52,49,20,35,52,37,41,42,44,47,44,61,45,53,40,47,50,41,49,51,61,38,70,51,52,45,49,51,54,55,51,60,50,45,47,44,62,56,35,0
6488,5,15,11,17,7,12,15,17,13,18,11,16,17,13,12,22,14,22,18,21,16,15,27,16,20,24,22,29,24,32,24,26,30,21,20,20,28,18,19,24,19,29,27,21,39,35,29,36,28,24,36,22,17,22,36,36,43,39,40,32,31,39,38,33,40,35,45,33,38,27,36,41,48,37,39,45,39,43,38,31,40,50,40,43,46,38,48,45,54,40,34,32,37,39,47,56,57,33,40,38,26,0
6489,4,6,11,12,11,10,11,10,9,11,7,7,11,11,11,11,9,11,14,14,15,22,21,17,12,14,17,27,18,18,13,21,13,25,19,15,20,25,17,21,20,19,25,30,21,23,27,21,21,33,30,29,24,32,35,30,43,33,35,27,27,37,40,42,36,35,37,38,50,33,29,37,34,37,47,44,45,36,47,42,62,47,41,50,50,53,56,45,48,63,50,51,55,51,65,48,65,56,57,53,32,0
6490,2,6,1,2,3,4,6,4,5,6,7,6,7,10,6,7,5,13,7,7,7,9,8,10,9,10,17,10,10,11,17,9,16,15,8,28,7,21,13,18,17,9,21,20,20,22,19,29,26,21,26,22,26,33,22,31,34,25,34,40,31,33,26,39,31,41,36,40,44,44,52,46,42,41,50,52,52,35,53,51,58,46,64,57,64,55,66,69,57,58,48,53,65,71,57,73,79,68,65,79,45,0
